root,collection,style,name,rel,thumb,hash
AddonResources,Shift,,GREEN Shift Bug 6,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bug 6.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bug 6.png,5ae08b983595f71202a7377842055249
AddonResources,Shift,,GREEN Shift Bug 7,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bug 7.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bug 7.png,cbe9059870a8a2900e3196956e2cf936
AddonResources,Shift,,GREEN Shift Bug 8,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bug 8.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bug 8.png,5c1e52f15338577e8d6e373ee8fe4819
AddonResources,Shift,,GREEN Shift Bug 9,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bug 9.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bug 9.png,c99f17353c5a6a3025e854de0808dac5
AddonResources,Shift,,GREEN Shift Bullet List 1,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bullet List 1.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bullet List 1.png,3b8127632053a887d0b6095fb702dbc2
AddonResources,Shift,,GREEN Shift Bullet List 10,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bullet List 10.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bullet List 10.png,2d8542d1498d178c37364053ea71b4cd
AddonResources,Shift,,GREEN Shift Bullet List 2,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bullet List 2.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bullet List 2.png,cf2aae3b214c3ff9add87cb647bb9f9e
AddonResources,Shift,,GREEN Shift Bullet List 3,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bullet List 3.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bullet List 3.png,d7497fca3f3ba43037a26f0d5543f964
AddonResources,Shift,,GREEN Shift Bullet List 4,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bullet List 4.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bullet List 4.png,d78669f7e34fb0168e540ea576ffa3a6
AddonResources,Shift,,GREEN Shift Bullet List 5,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bullet List 5.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bullet List 5.png,e80c28ce723c4ab0d5765ece18bdf002
AddonResources,Shift,,GREEN Shift Bullet List 6,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bullet List 6.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bullet List 6.png,d9efa0add347f4ba137d6c401c5c2276
AddonResources,Shift,,GREEN Shift Bullet List 7,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bullet List 7.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bullet List 7.png,3960d5da8d6e6676178b6ae854ff63b4
AddonResources,Shift,,GREEN Shift Bullet List 8,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bullet List 8.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bullet List 8.png,75d125271e3a42d86fac6dba513b5c6a
AddonResources,Shift,,GREEN Shift Bullet List 9,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bullet List 9.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bullet List 9.png,24a680696cb516fc823d171b90aba632
AddonResources,Shift,,GREEN Shift Bumper 1,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bumper 1.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bumper 1.png,f1c379d8ca6d6cfc27a32b33d7e143dd
AddonResources,Shift,,GREEN Shift Bumper 2,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bumper 2.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bumper 2.png,2f075ac2360f769544c8f523f76db781
AddonResources,Shift,,GREEN Shift Bumper 3,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bumper 3.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Bumper 3.png,750733fe2d7a5cbdad5d3d6384fff42b
AddonResources,Shift,,GREEN Shift Crawl 1,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Crawl 1.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Crawl 1.png,3bfc5ec2e01a88994a9122a45c0e26b9
AddonResources,Shift,,GREEN Shift Crawl 2,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Crawl 2.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Crawl 2.png,a918640d09023daf06811829275497fe
AddonResources,Shift,,GREEN Shift Crawl 3,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Crawl 3.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Crawl 3.png,cee2a6a2d36eef37a64f3fd1b9b7374d
AddonResources,Shift,,GREEN Shift Crawl 4,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Crawl 4.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Crawl 4.png,7882464bd1e8eead79361c6934cfd312
AddonResources,Shift,,GREEN Shift Crawl 5,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Crawl 5.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Crawl 5.png,9174729fd635254571906921db135925
AddonResources,Shift,,GREEN Shift Lower Third 1,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Lower Third 1.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Lower Third 1.png,4815997382654922da3e50eac1c0fa2b
AddonResources,Shift,,GREEN Shift Lower Third 10,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Lower Third 10.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Lower Third 10.png,69a46fbda139488dc9fe49c1a0fbf1cb
AddonResources,Shift,,GREEN Shift Lower Third 2,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Lower Third 2.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Lower Third 2.png,f77a1deab0969ac17b088390bf25d2dd
AddonResources,Shift,,GREEN Shift Lower Third 3,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Lower Third 3.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Lower Third 3.png,1e303459948233cf6eefbbbe26284adc
AddonResources,Shift,,GREEN Shift Lower Third 4,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Lower Third 4.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Lower Third 4.png,30a126a7eec431f96a7d8287853fbe77
AddonResources,Shift,,GREEN Shift Lower Third 5,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Lower Third 5.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Lower Third 5.png,f432c4ea82fb41fbc4b1dcfaf369a354
AddonResources,Shift,,GREEN Shift Lower Third 6,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Lower Third 6.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Lower Third 6.png,951fb15d9cca777478b81737557a8469
AddonResources,Shift,,GREEN Shift Lower Third 7,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Lower Third 7.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Lower Third 7.png,afe04336bca0ed4672771bdce1e7e074
AddonResources,Shift,,GREEN Shift Lower Third 8,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Lower Third 8.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Lower Third 8.png,177a9f2e701acdca3b3302e2a9b77c97
AddonResources,Shift,,GREEN Shift Lower Third 9,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Lower Third 9.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Lower Third 9.png,833bbe8e5cd7b6114f6807fc86b24375
AddonResources,Shift,,GREEN Shift Main Title 1,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Main Title 1.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Main Title 1.png,0eee0f1b36e4452967a680db12aa5807
AddonResources,Shift,,GREEN Shift Main Title 10,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Main Title 10.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Main Title 10.png,331cb3a66cec9855035adf0797b9f733
AddonResources,Shift,,GREEN Shift Main Title 2,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Main Title 2.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Main Title 2.png,ce5fd18713112d8fbb479e63f28d1c99
AddonResources,Shift,,GREEN Shift Main Title 3,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Main Title 3.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Main Title 3.png,316d63fde4ce9c7661be65bd2383e768
AddonResources,Shift,,GREEN Shift Main Title 4,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Main Title 4.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Main Title 4.png,84e829231b9ba1760b0a7736623ca1e8
AddonResources,Shift,,GREEN Shift Main Title 5,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Main Title 5.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Main Title 5.png,14508076f8abaa5d1c17456b04ba75af
AddonResources,Shift,,GREEN Shift Main Title 6,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Main Title 6.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Main Title 6.png,c374e7734cee471496af24f858d75b35
AddonResources,Shift,,GREEN Shift Main Title 7,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Main Title 7.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Main Title 7.png,683d322a915c5976b3146d2ee7e57a55
AddonResources,Shift,,GREEN Shift Main Title 8,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Main Title 8.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Main Title 8.png,346f5501732c98b387ad87fa33750f4e
AddonResources,Shift,,GREEN Shift Main Title 9,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Main Title 9.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Main Title 9.png,51d2ddd1bf8fae5d6855278fb860ea80
AddonResources,Shift,,GREEN Shift Table 1,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Table 1.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Table 1.png,f404117f489195e23de38d079346332d
AddonResources,Shift,,GREEN Shift Table 10,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Table 10.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Table 10.png,e2d9ba7af7f2d1f1438f9f9899b7a19a
AddonResources,Shift,,GREEN Shift Table 2,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Table 2.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Table 2.png,52bca2ffa28c0e2d164d083645c0cdb6
AddonResources,Shift,,GREEN Shift Table 3,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Table 3.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Table 3.png,11368154c679565d6188f0166ed7f2fa
AddonResources,Shift,,GREEN Shift Table 4,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Table 4.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Table 4.png,a646683db5aecd482547b50d5db18767
AddonResources,Shift,,GREEN Shift Table 5,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Table 5.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Table 5.png,869a860a4725f562f56480707878506a
AddonResources,Shift,,GREEN Shift Table 6,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Table 6.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Table 6.png,0d69fe63486f2509905ab3876086424b
AddonResources,Shift,,GREEN Shift Table 7,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Table 7.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Table 7.png,d49cce483c67ab9ae31c9b9ee98f456a
AddonResources,Shift,,GREEN Shift Table 8,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Table 8.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Table 8.png,0b74ebd2fd9810c28171ce5e1a1aa49c
AddonResources,Shift,,GREEN Shift Table 9,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Table 9.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Table 9.png,2855956df3068b37ecd3510019389aae
AddonResources,Shift,,GREEN Shift Transition Center Growth,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Transition Center Growth.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Transition Center Growth.png,4d4a1eee16e222a71eff3f8791a348d4
AddonResources,Shift,,GREEN Shift Transition Circles,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Transition Circles.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Transition Circles.png,3d3e27678691b81c3a563cf731c94c56
AddonResources,Shift,,GREEN Shift Transition Diagonal,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Transition Diagonal.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Transition Diagonal.png,fa02b957373fe7b9d9553af5af37d88f
AddonResources,Shift,,GREEN Shift Transition Diamond,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Transition Diamond.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Transition Diamond.png,a83c15d44d1e1de3a93da42178c249e2
AddonResources,Shift,,GREEN Shift Transition Double Diamond,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Transition Double Diamond.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Transition Double Diamond.png,d724d1577b86b20e2bd7bbe5c76a66fe
AddonResources,Shift,,GREEN Shift Transition Mulit-Bar,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Transition Mulit-Bar.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Transition Mulit-Bar.png,39de39de1fb43cb2bf79ed819519f31e
AddonResources,Shift,,GREEN Shift Transition Ripple,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Transition Ripple.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Transition Ripple.png,6b177107eec79c0f2f25dc1fa5f5cedf
AddonResources,Shift,,GREEN Shift Transition Scatter Bar,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Transition Scatter Bar.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Transition Scatter Bar.png,97881ce69737c08df6f9b5a31a8b6170
AddonResources,Shift,,GREEN Shift Transition Two Bar,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Transition Two Bar.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Transition Two Bar.png,9339e754e8db61ef47273d490990efb1
AddonResources,Shift,,GREEN Shift Transition Vertical,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Transition Vertical.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Transition Vertical.png,6ef62b64366dd523d6e39a20a969e591
AddonResources,Shift,,GREEN Shift Two Up 1,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Two Up 1.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Two Up 1.png,00424d7a9bbf008c0db375c144b25efa
AddonResources,Shift,,GREEN Shift Two Up 2,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Two Up 2.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Two Up 2.png,c1495b57037a4830d3408b35c3364376
AddonResources,Shift,,GREEN Shift Two Up 3,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Two Up 3.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Two Up 3.png,c6cb654d7b336747a4fc6aeee2e05397
AddonResources,Shift,,GREEN Shift Two Up 4,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Two Up 4.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Two Up 4.png,f300096c5aa7bf99bde06cac3fd7fd59
AddonResources,Shift,,GREEN Shift Two Up 5,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Two Up 5.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Two Up 5.png,c870d5d8f4a745b802148bea1ac54d12
AddonResources,Shift,,GREEN Shift Two Up 6,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Two Up 6.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Two Up 6.png,7e9ec8dcce61509f79e7d7d74ce1ea00
AddonResources,Shift,,GREEN Shift Two Up 7,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Two Up 7.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Two Up 7.png,9967de0696f2cdc9a561615ec9dcaf65
AddonResources,Shift,,GREEN Shift Two Up 8,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Two Up 8.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Two Up 8.png,501ee84c294a47f1430c389a9e586368
AddonResources,Shift,,GREEN Shift Two Up 9,Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Two Up 9.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/GREEN Shift Two Up 9.png,10aaa1e4aa7e88af1b39cc3102566f06
AddonResources,Shift,,LIME Shift Bug 1,Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bug 1.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bug 1.png,a54f16bf3a467171b4a9a848d2b58f64
AddonResources,Shift,,LIME Shift Bug 10,Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bug 10.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bug 10.png,7a23452e78324d8223707166d1258ac3
AddonResources,Shift,,LIME Shift Bug 2,Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bug 2.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bug 2.png,de32d02db2ff0eef12a7d4086e6db382
AddonResources,Shift,,LIME Shift Bug 3,Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bug 3.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bug 3.png,2f201003bd0df5de0479f74ad49e286e
AddonResources,Shift,,LIME Shift Bug 4,Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bug 4.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bug 4.png,720650b122b92645c5be366cba799748
AddonResources,Shift,,LIME Shift Bug 5,Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bug 5.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bug 5.png,d31842ebf5d4f367ea35e11ed20fc3bb
AddonResources,Shift,,LIME Shift Bug 6,Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bug 6.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bug 6.png,eb9bdccf999a71f007ad914bdec8a49c
AddonResources,Shift,,LIME Shift Bug 7,Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bug 7.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bug 7.png,3711e02d1be309f12845b26a1e748b2a
AddonResources,Shift,,LIME Shift Bug 8,Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bug 8.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bug 8.png,1bd1beeb9127e967656429392af04c85
AddonResources,Shift,,LIME Shift Bug 9,Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bug 9.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bug 9.png,74a09a94b12582f699567b216f5e2618
AddonResources,Shift,,LIME Shift Bullet List 1,Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bullet List 1.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bullet List 1.png,92e9a10ad32edb232e630967d9ec0f4a
AddonResources,Shift,,LIME Shift Bullet List 10,Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bullet List 10.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bullet List 10.png,66a96638442e8f10c7ed98a8b5da7118
AddonResources,Shift,,LIME Shift Bullet List 2,Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bullet List 2.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bullet List 2.png,a271b8dda54ae205c612e4ec4bae2ea2
AddonResources,Shift,,LIME Shift Bullet List 3,Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bullet List 3.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bullet List 3.png,6255c226a59e0db74dfb3d244bc2aaae
AddonResources,Shift,,LIME Shift Bullet List 4,Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bullet List 4.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bullet List 4.png,3d3e3599c7d14fa496fa3b27de51c8ea
AddonResources,Shift,,LIME Shift Bullet List 5,Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bullet List 5.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bullet List 5.png,dc105bde2568e1c0c4cb184197587115
AddonResources,Shift,,LIME Shift Bullet List 6,Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bullet List 6.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bullet List 6.png,b362087c106841a4a0cc1731193a3d80
AddonResources,Shift,,LIME Shift Bullet List 7,Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bullet List 7.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bullet List 7.png,e24f6c9a934f992ddd000c347485fbac
AddonResources,Shift,,LIME Shift Bullet List 8,Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bullet List 8.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bullet List 8.png,c4a4f9ddda529a6b1da732803a6faeb5
AddonResources,Shift,,LIME Shift Bullet List 9,Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bullet List 9.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bullet List 9.png,5a5b98398f71b56f70f8be6359677dd3
AddonResources,Shift,,LIME Shift Bumper 1,Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bumper 1.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bumper 1.png,4bf4de63d309376e1eebe8050c99bfbf
AddonResources,Shift,,LIME Shift Bumper 2,Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bumper 2.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bumper 2.png,86a6b196c233e280f8a71186135025dd
AddonResources,Shift,,LIME Shift Bumper 3,Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bumper 3.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Bumper 3.png,008f1d18f1a9fd9ff613a301dfd4111f
AddonResources,Shift,,LIME Shift Crawl 1,Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Crawl 1.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Crawl 1.png,6d8c930a4d844f97d3b4d9d4e9974026
AddonResources,Shift,,LIME Shift Crawl 2,Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Crawl 2.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Crawl 2.png,011d8f6c1933c57aeb517de17543b21b
AddonResources,Shift,,LIME Shift Crawl 3,Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Crawl 3.nbtitle,thumbs/Titler3/AddonResources/Shift/Library/Project Templates/Shift/LIME Shift Crawl 3.png,e214a73c3fb76e1968603e71f34cec55
